HST,NYSE
HUN,NYSE
IAG,NYSE
IBN,NYSE
ING,NYSE
INFY,NYSE
IBM,NYSE
IGT,NYSE
IP,NYSE
IPG,NYSE
IVZ,NYSE
ITUB,NYSE
JCP,NYSE
JPM,NYSE
JNS,NYSE
JNJ,NYSE
JCI,NYSE
JNPR,NYSE
KBH,NYSE
KKR,NYSE
K,NYSE
KEG,NYSE
KEY,NYSE
KIM,NYSE
KMP,NYSE
KMI,NYSE
KGC,NYSE
KSS,NYSE
KR,NYSE
LPI,NYSE
LVS,NYSE
LC,NYSE
LEN,NYSE
LXP,NYSE
LNC,NYSE
LYG,NYSE
LO,NYSE
LPX,NYSE
LOW,NYSE
LL,NYSE
LYB,NYSE
MFA,NYSE
MTG,NYSE
MGM,NYSE
MRC,NYSE
MAC,NYSE
M,NYSE
MHR,NYSE
MTW,NYSE
MRO,NYSE
MPC,NYSE
MAS,NYSE
MA,NYSE
MDR,NYSE
MCD,NYSE
MDT,NYSE
MRK,NYSE
MET,NYSE
KORS,NYSE
MBT,NYSE
MBLY,NYSE
MCP,NYSE
MON,NYSE
MS,NYSE
MOS,NYSE
NRG,NYSE
NBR,NYSE
NBG,NYSE
NOV,NYSE
NYCB,NYSE
NFX,NYSE
NEM,NYSE
NEE,NYSE
NLSN,NYSE
NKE,NYSE
NE,NYSE
NBL,NYSE
NOK,NYSE
NSC,NYSE
NRF,NYSE
NUE,NYSE
OKE,NYSE
OAS,NYSE
OXY,NYSE
OCN,NYSE
OIBR,NYSE
OPK,NYSE
ORCL,NYSE
OWW,NYSE
PCG,NYSE
PNC,NYSE
PPL,NYSE
P,NYSE
PGN,NYSE
PGRE,NYSE
BTU,NYSE
PGH,NYSE
PVA,NYSE
PWE,NYSE
PEP,NYSE
PBR,NYSE
PBR.A,NYSE
PFE,NYSE
PM,NYSE
PSX,NYSE
PIR,NYSE
POT,NYSE
PDS,NYSE
PG,NYSE
PGR,NYSE
PLD,NYSE
PRU,NYSE
PEG,NYSE
PHM,NYSE
QEP,NYSE
QIHU,NYSE
ZQK,NYSE
RDN,NYSE
RRC,NYSE
RF,NYSE
RAI,NYSE
RIO,NYSE
RAD,NYSE
RDC,NYSE
RCL,NYSE
RDS.A,NYSE
SVU,NYSE
SYY,NYSE
SWY,NYSE
SN,NYSE
SD,NYSE
SLB,NYSE
SDRL,NYSE
SNH,NYSE
SLW,NYSE
SFUN,NYSE
SO,NYSE
SUG,NYSE
LUV,NYSE
SWN,NYSE
SE,NYSE
SRC,NYSE
S,NYSE
SPF,NYSE
HOT,NYSE
STWD,NYSE
STT,NYSE
STO,NYSE
BEE,NYSE
SMFG,NYSE
STI,NYSE
SU,NYSE
SUNE,NYSE
SHO,NYSE
SPN,NYSE
SFY,NYSE
TMUS,NYSE
AMTD,NYSE
TJX,NYSE
TSM,NYSE
TLM,NYSE
TGT,NYSE
TCK,NYSE
TNE,NYSE
VIV,NYSE
TEX,NYSE
TSO,NYSE
TEVA,NYSE
KO,NYSE
WU,NYSE
TIF,NYSE
TWC,NYSE
TWX,NYSE
TOL,NYSE
RIG,NYSE
TSL,NYSE
TRN,NYSE
TWTR,NYSE
TWO,NYSE
TYC,NYSE
TSN,NYSE
USB,NYSE
SLCA,NYSE
UNP,NYSE
UAL,NYSE
UPS,NYSE
X,NYSE
UTX,NYSE
UNH,NYSE
VALE.P,NYSE
VALE,NYSE
VRX,NYSE
VLO,NYSE
VEEV,NYSE
VTR,NYSE
VZ,NYSE
VIPS,NYSE
V,NYSE
VOYA,NYSE
WTI,NYSE
WPX,NYSE
WMT,NYSE
WAG,NYSE
DIS,NYSE
WLT,NYSE
WM,NYSE
WFT,NYSE
WTW,NYSE
WFC,NYSE
WY,NYSE
KOG,NYSE
WLL,NYSE
WMB,NYSE
XL,NYSE
XEL,NYSE
XRX,NYSE
AUY,NYSE
YELP,NYSE
YOKU,NYSE
YUM,NYSE
ZTS,NYSE
CRM,NYSE
